env,ttotal,tload,tlinear,tdense,tmultistep,tconv,tlstm,tdense2,trnn,tres,tmultilin,tmultidense,tmulticonv,tmultilstm,tfeedback
archer_cpu,872.5981469154358,1.1657931804656982,20.48583698272705,19.31174659729004,33.352264404296875,19.2963387966156,114.25401878356934,24.596556425094604,114.96044635772705,119.56515622138977,19.292361736297607,37.36287569999695,29.073039770126343,125.38029265403748,176.89279460906982
archer_gpu_docker,1320.4130251407623,1.470088243484497,36.63108587265015,49.113131046295166,37.51819825172424,50.48444867134094,71.30962443351746,50.09963870048523,67.0390522480011,68.12113332748413,39.94203424453735,49.05982184410095,47.02663254737854,66.25872564315796,659.4256539344788
archer_cpu_docker,1097.4546568393707,1.4714593887329102,34.580615520477295,29.229676961898804,34.10857844352722,37.029391288757324,134.38302659988403,31.317009449005127,131.6034927368164,131.8911168575287,27.607932806015015,48.97444415092468,37.69848132133484,124.07723784446716,262.7080373764038
archer_force_cpu_docker,888.0265810489655,1.441934585571289,16.84628200531006,24.466590642929077,21.761663913726807,20.675239324569702,120.91127419471741,27.6639666557312,126.48450040817261,127.18669772148132,20.3310604095459,40.250704526901245,30.147173404693604,117.31532716751099,172.47789692878723

